property_name,pType_id,tedadTabaghe,property_size,address,tedadKoleTabaghat,TabagheDarVahed,bedrooms,lowest_price,VaziatBana,Jahat,nama,KafPush,ServiceKitchen,garage,VorudiMoshtarak,long_desc,amenities_id,property_slug,property_code,property_status,rent,house_mortgage,property_thumbnail,short_desc,bathrooms,property_video,latitude,longitude,featured,hot,agent_id,status,foundation_size
788,5,0,,خیابان شهید مطهری,,,,9344000000,,,,,,,,شش دانگ یک باب مغازه  سقف اهن و اجر و قسمتی تیر چوبی با سقف کاذب پی وی سی   نمای داخلی کاشی کف موزاییک درب ورودی شیشه سکوریت و درب برقی  ,6,788,788,buy,0,0,upload/property/thumbnail/photo_2023-05-13_11-24-19.jpg,,,,,,,,1,1,
789,2,0,830,خیابان سمندری,,,,3901000000,,شرقی,,,,,,نیم ساعت اب چاه   چهار دیواری ,6,789,789,buy,0,0,upload/property/thumbnail/photo_2023-04-29_12-53-48.jpg,,,,,,,,1,1,
790,1,0,147,شریعتی غربی,,,,4644500000,,غربی,,,,,,,6,790,790,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
791,1,3,145,خیابان شریعتی,3,,2,,,,,,,,,کمد دیواری ,6,791,791,rent,4,130,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
792,5,0,38,بلوار فجر,,,,950000000,,,,,,,,,6,792,792,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
794,1,0,411,بلوار فجر,1,,,5180000000,,شمالی,,,,,,,6,794,794,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
795,1,0,142,شهرک سعیدفر,,,,2270000000,,شمالی شرقی ,,,,,,,6,795,795,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
796,4,0,835,خیابان دانش,,,,37140680000,,جنوبی,,,,,,بصورت فروش یک پلاک  اب چاه 20 دقیقه   حیاط سازی و دورچینی ,6,796,796,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
797,2,0,127,خیابان نمازی,,,,7495950000,,جنوبی,,,,,,گذر 3 متری   تخفیف میدهد فقط فروش نقدی,6,797,797,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
798,2,0,145,خیابان امام رضا,,,,990000000,,غربی,,,,,,کف مسنی و فنداسیون و 15 عدد انتظار ستون ,6,798,798,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
799,1,0,220,خیابان 15خرداد شمالی,,,,4234000000,,جنوبی,,,,,,فروش نقدی یا معاوضه با منزل همکف 3 خواب   رنج قیمت 5الی 6 میلیارد   محدوده شمال شهر یا زمین بالای 200متر,6,799,799,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
801,1,0,155,خیابان شریعتی,2,,5,6079844000,,شمالی,,,,,,7سال ساخت   طبقه همکف دو خواب   طبقه اول سه خواب   کوچه 10 متری و 6 متری  فروش نقدی یا معاوضه با منزل همکف محدوده شمال شهر   رنج قیمت 3/5 الی 3 ,6,801,801,buy,0,0,upload/property/thumbnail/photo_2023-05-15_18-14-47.jpg,,,,,,,,1,1,
802,1,0,237,بلوار فجر,3,,,5563800000,,شمالی,,,,,,20 سال ساخت   همکف یک خواب طبقه اول دو خواب  نیاز به بازسازی   فروش نقدی یا معاوضه با خانه رنج 4 تومن محدوده شمال شهر   بهمراه تخفیف ,6,802,802,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
803,4,0,1000,جوزدان از سمت فیلور به سمت جوزدان - ورودی اول,,,,1320000000,,,,,,,,اب 2 ساعت   دیوار کشی   درب برق فرعی ,6,803,803,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
804,5,0,184,خیابان منتظری شمالی,,,,13405000000,,شمالی,,,,,,,6,804,804,buy,0,0,upload/property/thumbnail/photo_2023-05-20_19-06-26.jpg,,,,,,,,1,1,
805,1,0,93,خیابان رضایی جنوبی,,,4,3045000000,,جنوبی,,,,,,بدون پارکینگ ,6,805,805,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
806,2,0,907,بلوار فجر,,,,6895000000,,جنوبی,,,,,,,6,806,806,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
807,2,0,,بلوار ایزدی,,,,6000000000,,شمالی,,,,,,,6,807,807,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
808,2,0,,بلوار ایزدی,,,,6500000000,,شمالی جنوبی ,,,,,,,6,808,808,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
810,1,0,125,خیابان شریعتی,,,2,,,جنوبی,,,,1,,طبقه اول 12 پله   امتیازات مجزا به جز اب   ورودی  مجزا ,6,810,810,rent,5,100,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
811,1,0,146,خیابان منتظری جنوبی,,,,3450000000,,جنوبی,,,,,,,6,811,811,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
812,2,0,73,خیابان دلگشا,,,,1691000000,,جنوبی,,,,,,,6,812,812,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
813,1,0,355,خیابان شریعتی,,,,16000000000,آهن و اجر ,شمالی,,,,,,سند تجاری - برق تجاری    قابل سکونت سه خوابه   1/2 از سمت کوچه 6 متری عقب نشینی دارد ,6,813,813,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
814,1,0,85,بر  بلوار میثاق جوزدان ,,,,4042920000,,جنوبی و شمالی ,,,,,,همکف تجاری ,6,814,814,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
815,1,0,181,خیابان نوبهار,,,,5800000000,,شمالی غربی ,,,,,,,6,815,815,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
816,1,0,179,بلوار فجر,2,,4,6118700000,,,,,,,,,6,816,816,buy,0,0,upload/property/thumbnail/۲۰۲۳۰۵۲۳_۰۹۰۴۰۹.jpg,,,,,,,,1,1,
817,7,0,670,گلدشت _ خیابان منتظری کوی بهارستان,,,,1939000000,,,,,,,,قبا از معامله نشانه گذاری و نحویل گردد  مساحت براساس کروکی ارایه شده توسط مالک میباشد .,6,817,817,buy,0,0,upload/property/thumbnail/۲۰۲۳۰۵۲۳_۰۹۰۳۵۹.jpg,,,,,,,,1,1,
818,6,0,87,خیابان امیرکبیر,5,4,2,2700000000,,جنوبی,,,,1,,6سال ساخت,6,818,818,buy,0,0,upload/property/thumbnail/۲۰۲۳۰۵۲۳_۱۳۱۳۰۱.jpg,,,,,,,,1,1,
819,2,0,100,خیابان 17 شهریور,,,2,,,جنوبی,,,,1,,منزل جنوبی نما سرامیک طوسی  15سال ساخت   موکت دارد ,6,819,819,rent,5000000,80000000,upload/property/thumbnail/photo_2023-05-23_12-10-44.jpg,,,,,,,,1,1,
820,1,0,121,خیابان مولوی شمالی,2,,2,4154215000,,جنوبی,,,,,,هرطبقه یک خواب ,6,820,820,buy,0,0,upload/property/thumbnail/photo_2023-05-23_12-07-51.jpg,,,,,,,,1,1,
821,1,0,140,خیابان سعدی,,,,4800000000,,جنوبی,,,,,,دوبلکس کلید نخورده,6,821,821,buy,0,0,upload/property/thumbnail/photo_2023-05-23_18-09-02.jpg,,,,,,,,1,1,
822,2,0,195,خیابان 20 متری نشاط خیابان,,,,3200000000,,,,,,,,تقسیم نامه ضمیمه شد,6,822,822,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
823,1,0,150,خیابان منتظری شمالی,,,2,,,,,سرامیک,MDF,,,کمد دیواری   ورودی مشترک   ,6,823,823,rent,6,100,upload/property/thumbnail/photo_2023-05-23_19-55-54.jpg,,,,,,,,1,1,
824,2,0,222,کوچه نوریان نبش شعله ,,,,3770000000,,,,,,,,,6,824,824,buy,0,0,upload/property/thumbnail/۲۰۲۳۰۵۱۵_۱۷۱۴۵۹.jpg,,,,,,,,1,1,
825,2,0,545,خیابان امام رضا,,,,2562000000,,,,,,,,,6,825,825,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
826,2,0,180,بلوار ایزدی,,,,1170000000,,شمالی غربی ,,,,,,,6,826,826,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
827,2,0,162,خیابان منتظری شمالی,,,,2800000000,,جنوبی,,,,,,بلوک چیده شده ,6,827,827,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
828,2,0,112,شریعتی غربی,,,,1100000000,,شمالی,,,,,,,6,828,828,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
829,4,0,440,جاده فولادشهر,,,,2670000000,,جنوبی غربی ,,,,,,در محدوده جاده فولادشهر با مساحت 440 متری با سند قولنامه ای  (دارای 60 متر زیر بنا و امتیازات کامل با برق تک فاز و سرویس بهداشتی و دیوار کشی شده، اطراف زمین کارگاه ساخت و ساز واقع شده، جهت جنوبی غربی),6,829,829,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
830,1,0,235,خیابان سمندری,,,,3900000000,آهن و اجر ,جنوبی,,,,,,ریخت در رفته   فروش نقدی   تخریبی ,6,830,830,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
831,4,0,670,گلدشت خیابان شهید محمد منتظری کوی بهارستان,,,,1950000000,,شمالی,,,,,,اب شهری - 25 دقیقه کانال - 20دقیقه چاه ,6,831,831,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
832,4,0,763,گلدشت خیابان شهید منتظری بهارستان,,,,2050000000,,شمالی,,,,,,اب شهری   25 دقیقه کانال 20 دقیقه به چاه,6,832,832,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
833,1,0,118,خیابان منتظری شمالی,,,,1950000000,,شمالی,,,,,,,6,833,833,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
834,1,0,102,بلوار فجر,2,1,,,,,,,,1,,انبار بالای طبقه دوم   سرویس فرنگی و ایرانی   کمد دیواری - تراس - زیرزمین   28پله,6,834,834,rent,3,200,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
835,2,0,3600,جوزدان خیابان کانال اصلی روبرو سردخانه امیراباد,,,,14735000000,,,,,,,,فروش به صورت نقدی   مبلغ زمین بین 32 تا 35 ,6,835,835,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
836,2,0,59,خیابان دلگشا,,,,1204560000,,جنوبی,,,,,,متراژ ریخته در رفته   کوچه 8 متری ,6,836,836,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
837,2,0,178,جلال اباد - بلوار کشاورز,,,,,,,,,,,,,6,837,837,rent,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
838,1,0,180,خیام پلاک 149 جنوبی ,,,4,5700000000,,,,,,,,فروش و معاوضه با هواری تا 2.5  15 سال ساخت تیرچه بلوک تمیز  هرطبقه 2خواب,6,838,838,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
839,2,0,220,خیابان امام غربی,,,,4840000000,,جنوبی,,,,,,معاوضه با منزل ,6,839,839,buy,0,0,upload/property/thumbnail/photo_2023-05-27_13-58-52.jpg,,,,,,,,1,1,
840,1,0,103,خیابان شهدا,2,,,2115950000,,جنوبی,,,,,,,6,840,840,buy,0,0,upload/property/thumbnail/photo_2023-05-27_18-39-37.jpg,,,,,,,,1,1,
841,2,0,170,بلوار حجتی,,,,1108900000,,جنوبی,,,,,,,6,841,841,buy,0,0,upload/property/thumbnail/photo_2023-05-27_18-30-53.jpg,,,,,,,,1,1,
842,2,0,200,شهرک بهاران,,,,1700000000,,شمالی,,,,,,غلاف.پروانه 2 طبقه.,6,842,842,buy,0,0,upload/property/thumbnail/photo_2023-05-27_20-14-34.jpg,,,,,,,,1,1,
843,2,0,,بلوار ولیعصر,,,,3250000000,,شرقی,,,,,,فروش نقدی یا معاوضه با خونه همکف ویلاشهر یا نجف اباد ,6,843,843,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
844,1,0,285,خیابان گلبهار,,,3,6470594000,,شمالی جنوبی ,,,,1,,زیر زمین 145 متر   فروش نقدی یا معاوضه با دوتا خانه یا اپارتمان محدوده نجف اباد و ویلاشهر ,6,844,844,buy,0,0,upload/property/thumbnail/photo_2023-05-28_10-57-40.jpg,,,,,,,,1,1,
845,4,0,380,فلکه بسیج,,,,2350000000,, شرقی غربی  ,,,,,,معاوضه با باغ ,6,845,845,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
846,5,0,106,,3,,,12720000000,,شمالی,,,,,,همکف به عنوان انبار تجاری ,6,846,846,buy,0,0,upload/property/thumbnail/photo_2023-05-28_20-02-34.jpg,,,,,,,,1,1,
847,7,0,220,بلوار ایزدی,,,,1870000000,,,,,,,,سه پلاک ,6,847,847,buy,0,0,upload/property/thumbnail/photo_2023-05-29_19-36-39.jpg,,,,,,,,1,1,
848,1,0,350,خیابان میرداماد,,,,8850000000,,شمالی,,,,,,,6,848,848,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
849,1,0,190,بلوار ولیعصر,,,3,4800000000,,جنوبی شرقی,,,,,,40 متر زیر زمین  همکف سه خواب   بدون برگه قیمت ,6,849,849,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
850,5,0,30,خیابان شریعتی,,,,,,شمالی,,,,,,سررویس بهداشتی + حمام   اجاق گاز و ظرفشویی ,6,850,850,rent,5,10,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
851,1,2,420,خیابان سعدی,2,,8,7500000000,,جنوبی غربی ,,,,1,,دوطبقه   داخل حیاط 3 ماشین   بر خیابان اصلی   امتیازات جدا ,6,851,851,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
852,7,0,100,کوچه پشتی پاساژ سیروس,3,,,,,,,,,,,بدون اسانسور ,6,852,852,rent,5,100,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
853,5,0,54,رضایی شمالی,,,,2106000000,اسکلت,شمالی شرقی ,,,,,,,6,853,853,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
854,1,0,186,خیابان امام کوی حسنیه ,,,,3350000000,,جنوبی,,,,,,هواری ( اهن )   زیر زمین   معاوضه با خانه 140 یا 150 متری ,6,854,854,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
855,1,0,320,فلکه فولادشهر - سمت کشتار گاه رو به رو بازار کوثر ,,,,3500000000,,,,,,,,هر دهنه سه دهنه   پشت دهنه   ,6,855,855,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
856,1,0,241,خیابان رسالت جنوبی ,,,4,5452000000,,شمالی,,,,,,دوطبقه هرطبقه 2 خواب  کوچه 10 متری    همراه برگه قیمت ,6,856,856,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
857,6,0,82,اپارتمان مسکونی - امیراباد - مسکن مهر,,,3,1503000000,,,,,MDF,1,,,6,857,857,buy,0,0,upload/property/thumbnail/photo_۲۰۲۳-۰۶-۰۷_۱۹-۴۹-۲۱ (2).jpg,,,,,,,,1,1,
858,1,0,170,خیابان مولوی کوی ولیعصر پلاک 12 منزل  دربست ,,,2,,,جنوبی,,,,,,,6,858,858,rent,0,300,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
859,2,0,2800,گلدشت خیابان منتظری بعد از فلکه ورزشگاه پشت کارخانه سپید نخ ,,,,7000000000,,,,,,,,ابچاه روی هر پلاکی ,6,859,859,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
860,1,0,180,خیابان سعدی,,,1,,,,,,MDF,,,پکیج و کولر ابی ,6,860,860,rent,3,200,upload/property/thumbnail/photo_۲۰۲۳-۰۵-۲۱_۱۹-۲۳-۵۶ (2).jpg,,,,,,,,1,1,
861,1,0,229,خیابان سعدی,,,,5323000000,,شمالی,,,,,,- سجاد سهیلی   بدون برگه قیمت ,6,861,861,buy,0,0,upload/property/thumbnail/photo_۲۰۲۳-۰۵-۲۸_۱۸-۱۴-۳۶.jpg,,,,,,,,1,1,
862,1,0,138,خیابان دلگشا,,,,4200000000,,جنوبی,,,,,,قابل معاوضه ,6,862,862,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
863,1,0,150,بلوار نمازی - کوچه سنبل قبل از پاکدوشان بن بست عزیزی پلاک24 ,,,,,,,,,,1,,پکیج و کولر ابی   کمد دیواری ,6,863,863,rent,4500,100,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
864,2,0,677,شهرک سعید فر کوچه نگین ,,,,,,,,,,,,6پلاک   پلاک اول 126 متر شمالی متری  7  پلاک دوم 105متر شمالی  متری 7.5  پلاک سوم 127جنوبی متری  6.5  پلاک چهارم 108 متر جنوبی متری 7  پلاک پنجم 105 جنوبی غربی7.5 متری    پلاک ششم 107 جنوبی غربی متری 8,6,864,864,rent,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
865,2,0,77,خیابان شهدا,,,,1650000000,سفت کاری شده,شمالی,,,,,,ابعاد 6 در 13,6,865,865,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
867,2,0,150,خیابان خرم غربی,,,,1800000000,,جنوبی,,,,,,ابعاد  9 در 17,6,867,867,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
871,2,0,421,4باغ نرسیده به کارواش رفاه,,,,109631600000,,شمالی غربی دو کله,,,,,,با مراجعه به شهرداری مجوز تجاری گرفته میشود,6,871,871,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
873,8,0,,گلدشت بلوار ابوذر,,,,5063500000,,شمالی,,,,,,دارای تقسیم نامه از سمت دادگستری,6,873,873,buy,0,0,upload/property/thumbnail/photo_۲۰۲۳-۰۵-۳۱_۱۸-۳۹-۱۳.jpg,,,,,,,,1,1,
876,1,0,1800,بعد از باغ بانوان نرسیده ب سردخانه امیراباد,,,,18500000000,بتونی,شمالی,,,,,,برق و گاز مستقل 1 ساعت اب چاه 1 ساعت اب کانال قابل معاوضه لوکس,6,876,876,buy,0,0,upload/property/thumbnail/photo_۲۰۲۳-۰۵-۳۱_۱۸-۴۲-۳۲ (2).jpg,,,,,,,,1,1,
877,2,0,85,فجر گلستان,,,,650000000,,شمالی,,,,,,,6,877,877,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
878,1,0,130,صالح اباد ,,,,2239000000,بتونی,جنوبی,,,,,,,6,878,878,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
879,1,0,202,بلوار جمهوری,,,3,3800000000,بتونی,جنوبی,,,,,,صفر سه خوابه,6,879,879,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
880,2,0,120,بلوارفجر,,,,3200000000,,,,,,,,ابعاد 6x20شمالی فروش نقدی 3دانگ سند از 6دانگ,6,880,880,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
881,2,0,150,شریعتی حیدری,,,,2150000000,,جنوبی,,,,,,فروش نقدی پروانه دوطبقه,6,881,881,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
882,2,0,124,بلوار فجر,,,,1050000000,,شمالی,,,,,,معاوضه با اپارتمان نوساز,6,882,882,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
883,2,0,3100,تقاطع بهداشت پلاک شمالی,,,,4500000000,,شمالی,,,,,,دارای انحصار وراثت فروش نقدی سند مشاع ابعاد 9.50x32.60,6,883,883,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
884,2,0,150,خیابان آبشار,,,,1650000000,,جنوبی,,,,,,فروش نقدی پای امکانات ابعاد 8x18.80,6,884,884,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
885,1,0,178,بلوار ایزدی,2,,4,2911150000,سفت کاری شده,,,,,,,فروش نقد یا معاوضه با منزل نوساز همکف رنج قیمت 3میلیارد تومان راه مجزا,6,885,885,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
886,1,0,166,محمدالرسول الله ,2,,,5000000000,بتونی,شمالی,,,,,,صفر کلیدنخورده بدون تاسیسات و کابینت,6,886,886,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
887,1,0,282,سعدی روبرو شکیب,,,,8270000000,آهن,شمالی جنوبی دو کله,,,,,,30سال ساخت هرطبقه سه خواب معاوضه بادوخانه,6,887,887,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
888,2,0,355,خیابان خرم غربی,,,,2059000000,,شمالی,,,,,,فروش نقدی اینده دار,6,888,888,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
889,2,0,305,انتهای فرخی شمالی,,,,2348000000,,شمالی جنوبی دو کله,,,,,,,6,889,889,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
890,1,0,253,شیخ بهایی,,,,3900000000,,جنوبی,,,,,,,6,890,890,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
891,1,0,110,خیابان شریعتی,,,,2790000000,بتونی,جنوبی,,,,,,,6,891,891,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
892,1,0,141,فارابی شمالی,,,,2550000000,آهن,جنوبی,,,,,,معاوضه بامنزل اهن و اجر متراز بالا تا 4 تومن ,6,892,892,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
893,1,0,226,شریعتی غربی,,,,4000000000,,جنوبی,,,,,,معاوضه با منزل نوساز,6,893,893,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
896,1,0,96,خیابان محمد رسول الله,2,,3,2960000000,بتونی,جنوبی,,,,,,سند 6دانگ.دوطبقه همکف یک خواب طبقه اول دوخواب همراه نیم طبقه سوئیت . راه و امتیازات مجزا. معاوضه با همکف محدوده ی شمال شهر رنج قیمت 3میلیارد یا فروش نقدی,6,896,896,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
897,5,0,24,شریعتی غربی,,,,2300000000,,شمالی,,,,,,معاوضه با منزل تا 5200یا فروش نقدی,6,897,897,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
898,2,0,198,ازادگان فاز 4,,,,989000000,,جنوبی,,,,,,پاساخت,6,898,898,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
901,1,0,337,بلوار بهارستان,,,,8820570000,آهن,شمالی,,,,,,فروش نقدی یا معاوضه با خونه نوساز همکف رنج قیمت 5میلیارد.دارای زیرزمین. دارای 85متر تجاری,6,901,901,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
903,1,0,180,خیابان قدس غربی,,,2,,آهن,شمالی,,,,,,زیرزمین مسکونی.دوخواب 200میلیون رهن کامل.همکف مالک ساکن. راه و امتیازات مجزا,6,903,903,rent,0,200000000,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
904,5,0,252,بازار نرسیده ب چهارراه شکرچیان روبرو مخابرات,,,,25000000000,,شمالی,,,,,,75مترتجاری 177متر زمین پشت مغازه,6,904,904,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
906,1,0,142,خیابان منتظری شمالی,2,,4,4284000000,بتونی,جنوبی,,,,,,ابعاد22 7xجنوبی  سند6دنگ دوطبقه4خواب راه و امتیازات مجزا,6,906,906,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
907,1,0,1850,خیابان صفا کوچه رسالت ,2,,4,4675000000,آهن,شمالی جنوبی دو کله,,,,,,شمالی جنوبی ابعاد8.30x23فروش نقدی یا معاوضه با همکف نوساز,6,907,907,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
908,5,0,34,بلوار ازادگان,,,,1307000000,,,,,,,,معاوضه با زمین تا مبلغ 600 میلیون تومان یا فروش نقد,6,908,908,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
909,1,0,227,برخ گلبهار غربی,,,,3450000000,,شمالی,,,,,,هواری با 21 متر سند تجاری,6,909,909,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
911,2,0,198,افلاکیان,,,,1782000000,,جنوبی,,,,,,ابعاد 7ونیم به 28,6,911,911,buy,0,0,upload/property/thumbnail/photo_۲۰۲۳-۰۶-۰۷_۰۹-۲۱-۰۰ (2).jpg,,,,,,,,1,1,
913,5,0,30,خ صفا ,,,,1800000000,آهن,غربی,,,,,,,6,913,913,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
914,1,0,170,مجاهدجنوبی,,,,1665000000,کلنگی,جنوبی,,,,,,140هواری متر بدون ریخت فروش نقدی,6,914,914,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
915,2,0,244,بلوار ایزدی,,,,2387000000,,جنوبی غربی,,,,,,فروش نقدی.سند مشاع تک برگ ابعاد 12x21,6,915,915,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
916,2,0,153,خیابان شریعتی,,,,1400000000,,شمالی,,,,,,ابعاد 9x17شمالی سند مشاع امکانات اب و برق پای امکانات فروش نقدی,6,916,916,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
917,1,0,127,بلوارحجتی,2,,3,3316000000,بتونی,جنوبی,,,,,,همکف یک طبقه اول دو خواب راه مشترک امتیازات جدا فروش نقدی یا معاوضه با منزل همکف کوچکتر رنج قیمت دو میلیارد و هفتصد مابقی نقد,6,917,917,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
918,1,0,212,بلوار ولی عصر,1,,2,3623000000,بتونی,شمالی جنوبی دو کله,,,,,,فروش نقدی شمالی جنوبی شرقی دارای زیرزمین همراه مغازه تجاری83متر سند6دانگ,6,918,918,buy,0,0,upload/property/thumbnail/photo_۲۰۲۳-۰۶-۰۷_۱۹-۴۹-۱۹ (2).jpg,,,,,,,,1,1,
919,1,0,326,بلوار اسرافیلیان,2,,4,15000000000,بتونی,شمالی شرقی,,,,,,همکف یک خواب طبقه اول سه خواب راه و امتیازات مجزا ابعاد 13x25,6,919,919,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
920,1,0,282,خیابان شریعتی,3,,7,10197192000,بتونی,شمالی,,,,,,سه طبقه زیرزمین مسکونی همکف و طبقه اول راه و امتیازات مجزا فروش نقدی یا معاوضه با باغ بلوارفجر,6,920,920,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
921,1,0,253,خیابان صفا,2,,4,6773430000,بتونی,شمالی جنوبی دو کله,,,,,,همکف همراهنیم طبقه زیرزمین و نیم طبقه طبقه اول ورودی مشترک امتیازات مجزا,6,921,921,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
922,2,0,116,بوستان زندگی شرقی,,,,900130000,,جنوبی,,,,,,فروش نقدی، آینده دار,6,922,922,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
