property_name,pType_id,tedadTabaghe,property_size,address,tedadKoleTabaghat,TabagheDarVahed,bedrooms,lowest_price,VaziatBana,Jahat,nama,KafPush,ServiceKitchen,garage,VorudiMoshtarak,long_desc,amenities_id,property_slug,property_code,property_status,rent,house_mortgage,property_thumbnail,short_desc,bathrooms,property_video,latitude,longitude,featured,hot,agent_id,status,foundation_size
361,2,0,153,چهارباغ,,,,1200000000,,شمالی,,,,,,با کاغذ قیمت(ابراهیم پورنمازیان-1401/10/19)  با مجوز ساخت  فروش نقد یا معاوضه با منزل  و 500 سر میدهد  قیمت پیشنهادی,6,361,361,buy,0,0,upload/property/thumbnail/GOPR2810.JPG,,,,,,,,1,1,
362,1,0,264,خیابان منتظری جنوبی,,,,3050000000,,شمال شرقی,,,,,1,با کاغذ قیمت(مهدی خانیان-1401/11/8)  فروش نقد یا معاوضه با زمین قابل ساخت  تانک 5000 لیتر  استخر-کناف-درخت  سرویس بهداشتی,6,362,362,buy,0,0,upload/property/thumbnail/GOPR3140.JPG,,,,,,,,1,1,
363,2,0,382,بلوار ایزدی,,,,1530400000,,شمالی,,,,,,با کاغذ قیمت(مهدی خانیان-1401/11/8)  فروش نقدی  دو پلاک  21/30*6/30  21/60*11/5,6,363,363,buy,0,0,upload/property/thumbnail/GOPR2881.JPG,,,,,,,,1,1,
365,4,0,904,بلوار الغدیر,,,2,2141600000,,غربی,,,,,1,با کاغذ قیمت(مهندس خانی-1401/11/2)  30 دقیقه آب کانال  30 دقیقه آب چاه  آب انبار-اشجار-سرویس بهداشتی-محوطه سازی  فروش نقد یا معاوضه با خانه تمیز,6,365,365,buy,0,0,upload/property/thumbnail/GOPR2868.JPG,,,,,,,,1,1,
366,1,0,253,خیابان دانش,,,3,4500000000,آهن,شمالی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(ابراهیم پورنمازیان-1402/06/20  هواری 4500 تومان  شماره تماس از میثم جلالی,6,366,366,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
367,1,0,228,خیابان دانش,,,,3523820000,کلنگی,شمالی,,,,,1,با کاغذ قیمت(مهدی پورنمازیان-1401/11/8)  هواری  بدون عکس و فیلم  شماره تماس از طباطبایی,6,367,367,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
369,2,0,200,بلوار حجتی,,,,1500000000,,شمالی,,,,,,بدون کاغذ قیمت  پا امکانات  دارای تقسیم نامه,6,369,369,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
370,1,0,181,خیابان نوبهار,2,,4,5065370000,آهن,شمال غربی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(مهدی پورنمازیان-1401/4/8)  کولر-تانک و پمپ-پرده-هود و پکیج  فروش  بدون فیلم و عکس,6,370,370,buy,0,0,upload/property/thumbnail/GOPR2893.JPG,,,,,,,,1,1,
371,1,0,195,خیابان دانش,,,3,3500000000,آهن,جنوبی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(ابراهیم پورنمازیان-1401/5/19)  بدون عکس و فیلم  با تسویه شهرداری و کولر  معاوضه با کلنگی در شمال شهر,6,371,371,buy,0,0,upload/property/thumbnail/GOPR2990.JPG,,,,,,,,1,1,
372,1,0,141,خیابان 17 شهریور,3,,6,6018260000,بتونی,شمالی,اجرنما,سرامیک,فلز,,1,با کاغذ قیمت(مهدی پورنمازیان-1401/6/6)  طبقه همکف و اول یک خواب  طبقه دوم 3 خواب و یک بهار خواب  بدون عکس و فیلم  پرده - کمد - هود  متراژ زمین و ساخت مسکونی و تجاری با هم حساب شده  فقط طبقه وسط کابینت دارد  اولویت با فروش هر دو یا فقط مسکونی,6,372,372,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
373,1,0,196,خیابان سمندری,2,,3,4000000000,نیمه اسکلت,جنوبی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(مهدی خانیان-1402.6ہ)  بدون عکس و فیلم  با تسویه شهرداری  بن بست 6 متری  فروش نقدی  کولر و آلاچیق  یک خواب زیرزمین  دو خواب بالا معاوضه بازمین پاساخت,6,373,373,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
374,1,0,138,خیابان منتظری جنوبی,2,,3,2768345000,بتونی,شمالی,اجرنما,موزاییک,MDF,1,1,با کاغذ قیمت(ابراهیم پورنمازیان-1401/8/10)  با تسویه شهرداری  بدون فیلم و عکس  کولر - پمپ  پرده  دو خواب همکف  یک خواب طبقه اول  فروش نقدی,6,374,374,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
375,4,0,800,قلعه سفید,,,,2624885000,,شمالی,,,,,1,با کاغذ قیمت(مشاور املاک جمشیدیان-1401/8/12)  محوطه سازی-استخر-اشجار-نمارنگ آمیزی  روشنایی محوطه-مخزن آب  20 دقیقه آب چاه,6,375,375,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
376,2,0,2800,کمربندی جنوبی,,,,4200000000,,شمال جنوب غربی,,,,,,با کاغذ قیمت(مهدی خانیان-1401/10/24)  کوچه 6 متری  قابل معاوضه با منزل در همین قیمت یا کمتر و یا فروش نقد,6,376,376,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
377,1,2,,خیابان امیرکبیر,,,2,,,جنوبی,سنگ,سرامیک,MDF,1,,پارکینگ موتور-ورودی مشترک-70 متر تراس  کف خواب  یک خواب کمد دیواری  شیک و تمیز  مختص عروس داماد یا با یک فرزند بزرگ,6,377,377,rent,4500000,135000000,upload/property/thumbnail/GOPR3002.JPG,,,,,,,,1,1,
378,2,0,218,شریعتی غربی,,,,2294250000,,جنوبی,,,,,,با کاغذ قیمت(ابراهیم عبدالعظیمی-1401/11/1)  تخفیف تا 150 میلیون  معاوضه با منزل نوساز تا 4500 در منتظری شمالی و معرفت,6,378,378,buy,0,0,upload/property/thumbnail/GOPR3014.JPG,,,,,,,,1,1,
379,2,0,42,خیابان محمد رسول الله,,,,1281875000,,غربی,,,,,,با کاغذ قیمت(مهدی خانیان-1401/11/5)  ,6,379,379,buy,0,0,upload/property/thumbnail/GOPR2942.JPG,,,,,,,,1,1,
380,1,0,240,خیابان محمد رسول الله,2,,3,3065000000,آهن,جنوبی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(مهدی خانیان-1401/11/3)  معاوضه با دو طبقه در حد 3600  با تسویه شهرداری  2 اتاق سرپله  1 خواب طبقه بالا  یک سوئیت پایین,6,380,380,buy,0,0,upload/property/thumbnail/GOPR2960.JPG,,,,,,,,1,1,
381,6,0,,شهرک بهاران,,,2,936750000,آهن,جنوبی,اجرنما,موزاییک,فلز,1,,با کاغذ قیمت(املاک عدالت-1401/11/9)  طبقه همکف  کولر-پرده-کمد دیواری  بدون فیلم و عکس  فروش,6,381,381,buy,0,0,upload/property/thumbnail/GOPR3026.JPG,,,,,,,,1,1,
382,1,0,146,خیابان منتظری شمالی,2,,2,4000000000,بتونی,جنوبی,اجرنما,موزاییک,MDF,1,,بدون کاغذ قیمت  بالا یک سوئیت  پایین دو خواب,6,382,382,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
383,5,0,60,خیابان شیخ بهایی جنوبی,,,,3735320000,,غربی,,,,,1,با کاغذ قیمت(ابراهیم پورنمازیان-1401/9/23)  با زیرزمین  معاوضه با همکف یا دوطبقه تمیز برای عروس داماد ترجیحا شمال شهر  با تسویه شهرداری,6,383,383,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
384,1,0,313,خیابان منتظری شمالی,2,,4,4300000000,آهن,شرقی,اجرنما,موزاییک,فلز,,1,با کاغذ قیمت(ابراهیم عبدالعظیمی-1401/3/7)  قیمت پیشنهادی فروشنده  بدون عقب نشینی  فروش فقط نقدی  بدون فیلم و عکس,6,384,384,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
388,1,0,112,خیابان شهدا,,,1,2353920000,بتونی,جنوبی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(ابراهیم پورنمازیان-1401/10/18)  با تسویه شهرداری  معاوضه با منزل در محدوده شمال شهر-شیخ بهایی جنوبی-منتظری جنوبی تا همین قیمت  کولر - منبع آب,6,388,388,buy,0,0,upload/property/thumbnail/GOPR3061.JPG,,,,,,,,1,1,
389,1,0,147,خیابان منتظری شمالی,2,,4,4600000000,سفت کاری شده,شمالی جنوبی, ,,,1,1,با کاغذ قیمت(مهدی پورنمازیان-1401/10/28)  درب ریلی-2 عدد چاه - دیوار چینی پشت بام-ایزوگام شده  لوله کشی فاضلاب-درب برقی پارکینگبا تسویه شهرداری  معاوضه با زمین قابل ساخت تا 2500 یا اهن آجر یا کلنگی  نقدی با تخفیف,6,389,389,buy,0,0,upload/property/thumbnail/GOPR3054.JPG,,,,,,,,1,1,
390,2,0,420,خیابان امام رضا,,,,1218000000,,جنوبی,,,,,,با کاغذ قیمت(مهدی خانیان-1401/3/9)  شمال و جنوب درب دارد  بدون آب  فروش نقدی,6,390,390,buy,0,0,upload/property/thumbnail/GOPR3040.JPG,,,,,,,,1,1,
392,4,0,105,کمربندی جنوبی,,,,358500000,,شمال شرقی,,,,,1,با کاغذ قیمت(1401/12/2 - بهزاد سلیمانی)  3 دقیقه آب  51 اصله درخت  شماره تماس از میثم جلالی  بدون فیلم و عکس,6,392,392,buy,0,0,upload/property/thumbnail/GOPR2933.JPG,,,,,,,,1,1,
393,2,0,145,امیرآباد-خیابان چمران,,,,652500000,,جنوبی شرقی,,,,,,با کاغذ قیمت(بهزاد سلیمانی-1401/12/2)  با تسویه شهرداری  شماره تماس از میثم جلالی,6,393,393,buy,0,0,upload/property/thumbnail/GOPR3079.JPG,,,,,,,,1,1,
394,2,0,402,آزادگان-ظلع جنوبی ساختمانهای مهر,,,,1145700000,,شمالی,,,,,,با کاغذ قیمت(بهزاد سلیمانی-1401/12/2)  قیمت توافقی  شماره تماس از میثم جلالی  با تسویه شهرداری  2 ساعت آب چاه,6,394,394,buy,0,0,upload/property/thumbnail/GOPR3113.JPG,,,,,,,,1,1,
395,1,0,209,خیابان گلبهار,2,,4,4760000000,بتونی,شمالی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(مهدی خانیان-1401/10/22)  ابعاد 7/60*27/60  با تسویه شهرداری و عقب نشینی  زیر زمین آهن آجر  تانک و پمپ- کولر  ,6,395,395,buy,0,0,upload/property/thumbnail/GOPR3095.JPG,,,,,,,,1,1,
397,2,0,250,بلوار ایزدی,,,,11500000000,,دو نبش,,,,,,بدون کاغذ قیمت  زمین تجاری  پروانه 4 طبقه اداری تجاری  ,6,397,397,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
398,1,0,227,خیابان بهمن  نرسیده به امیرکبیر ,,,2,2473700000,آهن,شمال شرقی,اجرنما,موزاییک,فلز,,1,با کاغذ قیمت(حشمت خاکی-1401/5/25 - مهدی پورنمازیان-1401/6/2)  قیمت درج شده از خاکی  فقط فروش  عقب نشینی دارد  ,6,398,398,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
399,1,0,117,خیابان منتظری شمالی,2,,3,2888750000,بتونی,شمالی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(ابراهیم پورنمازیان-1401/11/10)  یک خواب سرپله و در هر طبقه یک خواب  با پایان کار  فروش نقدی یا معاوضه با همکف  ,6,399,399,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
400,1,0,189,خیابان رسالت مرکزی,2,,4,5225696000,بتونی,شمالی,سنگ,سرامیک,MDF,1,1,با کاغذ قیمت(ابراهیم پورنمازیان- 1401/10/19)  عدم خلافی-پکیج و رادیات  پمپ-فرش-آیفون تصویری  معاوضه با منزل همکف در همین محدوده,6,400,400,buy,0,0,upload/property/thumbnail/GOPR3155.JPG,,,,,,,,1,1,
402,2,0,209,خیابان شریعتی,,,,1468880000,,شمالی,,,,,,با کاغذ قیمت(بهزاد سلیمانی-1401/6/8)  انتقال قطعی  معاوضه با خونه تا 1800  یا فروش نقدی,6,402,402,buy,0,0,upload/property/thumbnail/GOPR3165.JPG,,,,,,,,1,1,
403,1,0,170,معرفت بن بست دریا,,,,850000000,,شمالی,,,,,,بدون کاغذ قیمت  بن بست 6 متری  یک کوچه با امکانات فاصله دارد,6,403,403,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
405,1,0,183,خیابان امیرکبیر,2,,4,3473750000,آهن,جنوبی,سنگ,موزاییک,فلز,1,1,با کاغذ قیمت(مهدی پورنمازیان-1401/10/17)  هر طبقه دو خواب  پارکینگ سند تجاری دارد  2 متر عقب نشینی  فروش نقد با تخفیف  یا معاوضه با همکف 3 خواب  کولر-پرده و موکت,6,405,405,buy,0,0,upload/property/thumbnail/photo_2023-01-11_19-55-46.jpg,,,,,,,,1,1,
406,1,0,203,شریعتی غربی,,,2,3074250000,آهن,شمالی,سنگ,موزاییک,فلز,,1,با کاغذ قیمت(ابراهیم عبدالعظیمی-1401/10/24)  حیاط سازی و کولر  معاوضه با خونه همکف در نجف آباد - امیرآباد یا علی آباد,6,406,406,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
407,1,0,157,خیابان شریعتی,2,,2,3282905000,بتونی,شمالی,سنگ,موزاییک,MDF,1,1,با کاغذ قیمت(ابراهیم پورنمازیان-1401/11/17)  طبقه بالا سفت کاری  با تسویه حساب شهرداری  پکیج و رادیات-گچ بری  سنگ کاری - کناف - آیفون تصویری - دزدگیر  فقط فروش نقدی,6,407,407,buy,0,0,upload/property/thumbnail/GOPR3177.JPG,,,,,,,,1,1,
408,1,0,115,فلکه بسیج,2,,3,3400000000,نوساز,شمالی,سنگ,سرامیک,MDF,,1,بدون کاغذ قیمت  دوبلکس  پایین یک خواب  بالا دو خواب  فروش نقدی  آبنما-رادیات-حمام کف خواب دارد  کاغذ دیواری  ,6,408,408,buy,0,0,upload/property/thumbnail/GOPR3249.JPG,,,,,,,,1,1,
409,4,0,603,صالح آباد - ادامه  کهریز,,,,1572352000,,شمالی,,,,,,با کاغذ قیمت(املاک عدالت-1401/11/2  3)  ابعاد1.70*56.40  4 دیواری دارد  زمین از سمت شرق به کوچه راه دارد  فروش نقدی یا معاوضه تا نصف قیمت  40 اصله درخت  40 دقیقه آب چاه,6,409,409,buy,0,0,upload/property/thumbnail/GOPR3216.JPG,,,,,,,,1,1,
410,1,0,315,خیابان مولوی شمالی,,,4,3544540000,بتونی,جنوبی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(ابراهیم پورنمازیان-1400/11/19)  3 خواب پایین  یک خواب سرپله  فروش نقدی با تخفیف  معاوضه با همکف 3 خواب یا زمین قابل ساخت  سر نمیدهد,6,410,410,buy,0,0,upload/property/thumbnail/GOPR3231.JPG,,,,,,,,1,1,
411,4,0,2000,جاده فولادشهر,,,,1761000000,,شمالی,,,,,,با کاغذ قیمت(مهدی خانیان-1401/10/7)  46 دقیقه آب چاه  با اشجار,6,411,411,buy,0,0,upload/property/thumbnail/photo_2023-01-15_16-47-56.jpg,,,,,,,,1,1,
412,1,0,118,خیابان دانش,,,1,1305080000,آهن,غربی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(ابراهیم پورنمازیان-1401/11/16)  با تسویه حساب شهرداری  کولر-آبگرمکن برقی  فروش نقدی  بدون فیلم و عکس,6,412,412,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
414,1,0,137,خیابان منتظری شمالی,,,3,3400000000,بتونی,جنوبی غربی,اجرنما,موزاییک,MDF,1,1,با کاغذ قیمت(مهدی خانیان-1400/11/16)  با تسویه حساب شهرداری  با موکت - کولر  کمد دیواری - کناف  زیر زمین مسکونی  معاوضه با همکف تا 3500  و فروش نقدی,6,414,414,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
416,1,0,90,شریعتی غربی,,,2,2559100000,بتونی,جنوبی,سنگ,سرامیک,MDF,1,1,با کاغذ قیمت(ابراهیم عبدالعظیمی-1401/11/23)  دوبلکس  معاوضه با زمین خوش جا تا 1300 و یا فروش نقدی,6,416,416,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
418,1,0,139,خیابان15خرداد  جنوبی,2,,4,2755000000,بتونی,جنوبی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(1401/8/1مهدی خانیان)  بدون فیلم و عکس  با تسویه حساب شهرداری  تانک و پمپ  زیر زمین یک خواب  همکف دو خواب  یک خواب سرپله  معاوضه با همکف,6,418,418,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
419,1,0,220,بلوار اسرافیلیان,,,2,4160000000,نیمه اسکلت,جنوبی,اجرنما,موزاییک,MDF,1,1,با کاغذ قیمت(مهدی خانیان-1401/9/14)  بدون فیلم و عکس  با تسویه حساب شهرداری  کولرگازی  معاوضه با منزل همکف تا 4700 در محدوده منتظری شمالی,6,419,419,buy,0,0,upload/property/thumbnail/photo_2023-01-16_17-48-51.jpg,,,,,,,,1,1,
420,5,0,36,خیابان حججی,,,,1904400000,,شرقی,,,,,,با کاغذ قیمت(مهدی پورنمازیان-1401/11/24)  با پرداخت هزینه مسکونی و تفکیکی,6,420,420,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
424,2,0,196,بلوار طالقانی,,,,1100000000,,جنوبی,,,,,,بدون کاغذ قیمت  امکانات تا 10 متری  فروش نقدی با شرایط دو ماهه,6,424,424,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
